,state,product,square_ft,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,label,number_of_na,median_household_income
-9.06033e+18_-5.73532e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,47.0,debit,False,1,38640.0
-9.05252e+18_5.07507e+18,TX,ho4,1099.0,True,False,1.0,10.0,1,0,48.0,prepaid,False,1,51635.0
-9.21518e+18_5.8061e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,28.0,debit,False,1,50018.0
-9.06962e+18_-7.363e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,36.0,debit,False,1,71990.0
-9.04655e+18_9.13052e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,0,25.0,debit,False,1,68912.0
-8.83257e+18_7.62917e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,20.0,debit,False,1,46347.0
-9.19502e+18_7.28587e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,19.0,debit,False,1,35183.0
-8.8426e+18_8.35219e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,21.0,debit,False,1,38837.0
-8.99715e+18_-7.83143e+18,TX,ho4,1099.0,True,False,1.0,30.0,3,2,29.0,credit,False,1,101240.0
-9.1173e+18_-4.9115e+18,TX,ho4,1099.0,True,True,1.0,30.0,1,0,30.0,debit,False,1,122843.0
-8.96315e+18_-6.20786e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,2,24.0,credit,False,1,49276.0
-8.92839e+18_8.26353e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,24.0,debit,False,1,39049.0
-8.91411e+18_4.61437e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,24.0,prepaid,False,1,73885.0
-8.9042e+18_-8.91666e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,0,31.0,credit,False,1,89845.0
-8.95485e+18_-1.3944e+16,TX,ho4,1099.0,False,False,1.0,25.0,1,0,28.0,debit,False,2,121458.0
-8.80754e+18_7.18621e+17,TX,ho4,1099.0,False,False,0.0,30.0,1,0,24.0,credit,False,1,50133.0
-8.94007e+18_4.19131e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,34.0,debit,False,1,69038.0
-9.1807e+18_-6.74559e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,25.0,credit,False,1,104802.0
-9.2115e+18_5.96575e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,19.0,credit,False,1,48594.0
-9.09786e+18_-4.07059e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,1,39.0,debit,False,1,65558.0
-8.90644e+18_2.08751e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,1,21.0,debit,False,1,57093.0
-9.02453e+18_4.85128e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,28.0,debit,False,1,48921.0
-9.15273e+18_-6.46875e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,30.0,debit,False,1,44957.0
-8.99963e+18_1.1977e+18,TX,ho4,1099.0,True,True,1.0,30.0,1,0,29.0,debit,False,1,71766.0
-8.8467e+18_-2.34935e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,35.0,debit,False,1,66587.0
-8.90595e+18_9.14193e+17,TX,ho4,1099.0,True,False,1.0,30.0,1,1,64.0,credit,False,1,48921.0
-8.92431e+18_1.47828e+18,TX,ho4,1099.0,False,True,1.0,30.0,2,0,19.0,debit,False,1,49030.0
-8.83705e+18_-5.77518e+18,TX,ho4,1099.0,True,False,0.0,30.0,3,0,27.0,credit,False,1,83141.0
-9.03859e+18_2.84459e+17,TX,ho4,1099.0,True,False,0.0,30.0,2,0,41.0,debit,False,1,49887.0
-8.93102e+18_4.04063e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,26.0,debit,False,1,48921.0
-9.08075e+18_6.16431e+18,TX,ho4,1099.0,True,False,1.0,30.0,3,0,23.0,debit,False,1,32547.0
-8.98152e+18_-6.63671e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,33.0,credit,False,1,60029.0
-8.88982e+18_-4.69716e+18,TX,ho4,1099.0,True,False,1.0,25.0,1,1,23.0,credit,False,1,82878.0
-8.8741e+18_7.39558e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,20.0,debit,False,1,38640.0
-8.89086e+18_-8.64185e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,36.0,credit,False,1,96857.0
-8.98569e+18_6.37644e+18,TX,ho4,1099.0,True,True,0.0,25.0,1,0,28.0,credit,False,1,112243.0
-8.80943e+18_7.84753e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,33.0,credit,False,1,66262.0
-8.80524e+18_-6.10301e+17,TX,ho4,1099.0,True,False,1.0,30.0,2,0,38.0,debit,False,1,115490.0
-9.18734e+18_5.96542e+18,TX,ho4,1099.0,True,False,1.0,25.0,1,0,25.0,debit,False,1,59575.0
-9.13191e+18_-1.72408e+18,TX,ho4,1099.0,False,False,0.0,20.0,1,0,34.0,debit,False,1,39180.0
-8.9464e+18_-6.90992e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,0,57.0,debit,False,1,38640.0
-8.92285e+18_-4.46274e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,29.0,debit,False,1,53650.0
-8.82996e+18_3.67191e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,28.0,credit,False,1,107003.0
-8.85323e+18_-8.9698e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,1,22.0,credit,False,1,79926.0
-8.97779e+18_-1.15323e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,2,27.0,debit,False,1,47297.0
-9.06859e+18_-7.99261e+18,TX,ho4,1099.0,False,False,0.0,30.0,2,2,28.166666666666668,debit,False,2,58908.0
-8.98591e+18_-7.27301e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,23.0,debit,False,1,65558.0
-9.12369e+18_6.11423e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,22.0,debit,False,1,52779.0
-8.84249e+18_4.91691e+17,TX,ho4,1099.0,False,False,0.0,15.0,1,2,28.0,debit,False,1,50653.0
-8.80251e+18_-1.37671e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,37.0,debit,False,1,39049.0
-8.82377e+18_-2.16553e+18,TX,ho4,1099.0,True,False,0.0,10.0,1,0,31.0,debit,False,1,52167.0
-8.98163e+18_-8.19512e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,25.0,debit,False,1,39049.0
-8.97803e+18_4.27525e+18,TX,ho4,1099.0,True,True,0.0,30.0,1,0,22.0,debit,False,1,40789.0
-9.20563e+18_1.16768e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,27.0,debit,False,1,45588.0
-8.82968e+18_9.47642e+17,TX,ho4,1099.0,True,False,1.0,30.0,1,1,22.0,debit,True,1,57863.0
-9.15387e+18_-3.3704e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,1,31.0,credit,False,1,92313.0
-9.11765e+18_2.90638e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,1,24.0,debit,False,1,118471.0
-8.88004e+18_6.30777e+18,TX,ho4,1099.0,True,True,1.0,30.0,2,0,28.0,debit,False,1,73578.0
-9.14234e+18_-4.61843e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,23.0,debit,False,1,62860.0
-8.88138e+18_1.51117e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,0,31.0,credit,False,1,45719.0
-8.82468e+18_5.96877e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,25.0,debit,False,1,51861.0
-8.87261e+18_4.97005e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,1,49.0,debit,False,1,90781.0
-8.99657e+18_8.5656e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,33.0,debit,False,1,50889.0
-8.83118e+18_-2.58825e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,33.0,credit,False,1,49606.0
-9.12789e+18_-4.03916e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,1,20.0,credit,False,1,32060.0
-8.80738e+18_-1.58618e+18,TX,ho4,1099.0,True,True,1.0,30.0,1,0,39.0,debit,False,1,62747.0
-8.92229e+18_-1.48406e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,24.0,debit,False,1,65617.0
-8.94459e+18_-4.35155e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,1,27.0,debit,False,1,49887.0
-8.80427e+18_-3.04701e+18,TX,ho4,1099.0,True,True,1.0,30.0,1,0,34.0,debit,False,1,98774.0
-9.10135e+18_3.46084e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,26.0,debit,False,1,58571.0
-9.13517e+18_8.67549e+17,TX,ho4,1099.0,True,False,0.0,30.0,2,0,22.0,debit,False,1,48449.0
-9.19407e+18_-8.26627e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,28.0,credit,False,1,68839.0
-9.03694e+18_6.31163e+18,TX,ho4,1099.0,False,False,0.0,30.0,2,0,22.0,credit,False,1,92511.0
-9.1558e+18_-7.03438e+18,TX,ho4,1099.0,False,False,1.0,30.0,3,1,26.0,debit,False,1,55603.0
-8.88895e+18_7.18757e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,29.0,debit,False,1,54053.0
-8.97764e+18_3.85848e+18,TX,ho4,1099.0,False,False,0.0,30.0,3,0,35.0,debit,False,1,72842.0
-8.80237e+18_-3.87641e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,49.0,debit,False,1,85165.0
-8.93966e+18_4.71808e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,35.0,debit,False,1,89099.0
-8.87627e+18_-1.81615e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,1,23.0,debit,False,1,40406.0
-9.08759e+18_-3.72119e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,1,20.0,debit,False,1,44040.0
-8.83931e+18_-8.31696e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,22.0,debit,False,1,46185.0
-9.11498e+18_-7.15892e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,26.0,debit,False,1,41611.0
-8.89035e+18_-8.20367e+17,TX,ho4,1099.0,True,False,0.0,30.0,2,1,27.0,credit,False,1,71538.0
-9.21696e+18_-6.74488e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,51.0,debit,False,1,28633.0
-8.86736e+18_7.64724e+18,TX,ho4,1099.0,True,False,1.0,30.0,3,0,50.0,debit,False,1,89919.0
-8.95773e+18_-3.73123e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,42.0,debit,False,1,51934.0
-8.81187e+18_-1.20068e+18,TX,ho4,1099.0,False,False,1.0,30.0,3,0,27.0,debit,False,1,38944.0
-8.86382e+18_4.94201e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,1,26.0,debit,False,1,59170.0
-9.12016e+18_3.81305e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,1,44.0,credit,False,1,50018.0
-8.98027e+18_-8.24459e+18,TX,ho4,1099.0,True,True,1.0,30.0,1,0,61.0,credit,False,1,47073.0
-8.80345e+18_-5.95235e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,48.0,debit,False,1,42789.0
-9.07446e+18_6.04288e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,22.0,debit,False,1,38760.0
-9.10112e+18_-4.41781e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,58.0,debit,False,1,43981.0
-9.18561e+18_-8.62321e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,27.0,debit,False,1,54851.0
-9.18948e+18_-4.69477e+17,TX,ho4,1099.0,True,False,1.0,30.0,1,3,29.0,debit,False,1,54129.0
-8.96087e+18_-7.45518e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,23.0,debit,False,1,45983.0
-9.0509e+18_-1.9159e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,26.0,debit,False,1,44957.0
-8.98868e+18_-8.15581e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,22.0,debit,False,1,35183.0
-9.07913e+18_1.57435e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,25.0,debit,False,1,65709.0
-8.8416e+18_-2.30406e+18,TX,ho4,1099.0,True,True,1.0,30.0,1,2,31.0,debit,False,1,97690.0
-9.11213e+18_1.03794e+18,TX,ho4,1099.0,True,True,0.0,30.0,1,0,29.0,debit,False,1,44957.0
-9.17528e+18_7.39562e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,1,25.0,credit,False,1,118561.0
-8.80497e+18_-4.88635e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,0,52.0,debit,False,1,120955.0
-8.87208e+18_5.27545e+18,TX,ho4,1322.0,False,False,0.0,30.0,1,0,24.0,debit,False,1,97349.0
-9.19238e+18_-3.33099e+18,TX,ho4,1099.0,True,False,1.0,30.0,3,0,29.0,debit,False,1,92175.0
-8.80009e+18_2.97485e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,27.0,credit,False,1,36844.0
-8.97867e+18_6.17705e+18,TX,ho4,1099.0,True,True,1.0,30.0,1,0,26.0,debit,False,1,52269.0
-8.95624e+18_-5.4939e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,19.0,debit,False,1,68839.0
-8.88882e+18_-7.09426e+18,TX,ho4,1099.0,True,True,1.0,30.0,3,0,28.0,debit,False,1,87574.0
-9.22106e+18_-6.77265e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,1,48.0,debit,False,1,63333.0
-9.03419e+18_-3.33048e+17,TX,ho4,1099.0,False,False,0.0,30.0,1,0,40.0,prepaid,False,1,52583.0
-9.0735e+18_7.87271e+17,TX,ho4,1099.0,True,True,1.0,30.0,2,0,38.0,debit,False,1,59170.0
-9.05774e+18_-5.54044e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,22.0,debit,False,1,58524.0
-9.19714e+18_-8.72768e+17,TX,ho4,1099.0,False,False,1.0,30.0,2,0,22.0,debit,False,1,49887.0
-8.90948e+18_-1.61903e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,25.0,debit,False,1,66262.0
-8.9027e+18_1.54686e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,0,39.0,credit,False,1,63269.0
-8.90858e+18_2.52049e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,23.0,debit,False,1,40756.0
-9.04172e+18_-3.74918e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,0,24.0,debit,False,1,67462.0
-8.99305e+18_9.20271e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,0,32.0,credit,False,1,100622.0
-9.17022e+18_5.34296e+18,TX,ho4,1099.0,True,False,0.0,30.0,3,0,19.0,debit,False,1,101240.0
-8.96059e+18_-6.1036e+18,TX,ho4,1099.0,True,True,1.0,30.0,2,0,47.0,debit,False,1,114696.0
-9.18348e+18_7.30239e+17,TX,ho4,1099.0,True,False,0.0,30.0,1,0,26.0,debit,False,1,70846.0
-9.14414e+18_4.72794e+17,TX,ho4,1099.0,True,False,1.0,30.0,1,1,30.0,debit,False,1,47297.0
-8.89758e+18_-7.48145e+18,TX,ho4,1099.0,True,False,1.0,25.0,1,0,24.0,credit,False,1,72306.0
-9.01138e+18_-6.56735e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,45.0,debit,False,1,58571.0
-9.05002e+18_2.23428e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,22.0,debit,False,1,94473.0
-8.88883e+18_-4.9362e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,27.0,debit,False,1,90781.0
-9.13526e+18_3.89729e+18,TX,ho4,1099.0,False,False,0.0,30.0,2,0,19.0,debit,False,1,51444.0
-9.17905e+18_-8.98916e+18,TX,ho4,1099.0,False,False,0.0,30.0,2,0,22.0,debit,False,1,67311.0
-9.12738e+18_8.09556e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,28.0,debit,False,1,57863.0
-8.79733e+18_-2.08154e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,23.0,debit,False,1,83634.0
-8.83636e+18_-8.69274e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,49.0,debit,False,1,47073.0
-9.13068e+18_-8.5475e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,32.0,debit,False,1,57863.0
-8.82727e+18_-1.90909e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,19.0,debit,False,1,40795.0
-8.92811e+18_7.15931e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,1,21.0,debit,False,1,38640.0
-8.84661e+18_8.85683e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,40.0,debit,False,1,57415.0
-9.20119e+18_5.69495e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,22.0,debit,False,1,53999.0
-8.85156e+18_2.54377e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,24.0,debit,False,1,48594.0
-8.99434e+18_-7.71116e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,25.0,debit,False,1,50889.0
-8.81013e+18_-5.11029e+18,TX,ho4,1099.0,True,False,1.0,30.0,3,0,28.0,debit,False,1,80313.0
-9.14468e+18_2.33292e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,25.0,credit,False,1,98774.0
-8.92007e+18_6.55877e+18,TX,ho4,1099.0,True,True,1.0,30.0,6,0,31.0,debit,False,1,54079.0
-8.83467e+18_-1.39159e+18,TX,ho4,640.0,True,True,1.0,25.0,1,0,32.0,credit,False,1,48592.0
-8.97616e+18_-2.73874e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,1,47.0,debit,False,1,66262.0
-8.98331e+18_7.43575e+18,TX,ho4,1099.0,True,False,1.0,30.0,3,1,21.0,debit,False,1,92175.0
-8.82445e+18_-5.791e+18,TX,ho4,1099.0,False,False,1.0,25.0,2,0,39.0,credit,False,1,64195.0
-9.13617e+18_5.77712e+18,TX,ho4,1099.0,False,False,1.0,30.0,3,1,58.0,debit,False,1,72397.0
-8.94615e+18_8.29865e+18,TX,ho4,1099.0,True,True,0.0,30.0,1,0,31.0,debit,False,1,66513.0
-9.06058e+18_-1.73176e+18,TX,ho4,1099.0,True,True,0.0,30.0,1,0,22.0,debit,False,1,53999.0
-9.12895e+18_2.93863e+18,TX,ho4,640.0,False,False,1.0,25.0,1,1,22.0,credit,False,1,48592.0
-8.79794e+18_-3.14884e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,1,30.90909090909091,credit,False,3,50018.0
-9.15689e+18_4.62682e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,25.0,debit,False,1,96847.0
-8.83474e+18_-1.68802e+18,TX,ho4,1099.0,True,False,0.0,30.0,3,1,26.0,credit,False,1,27232.0
-9.02898e+18_-8.45889e+18,TX,ho4,1099.0,True,False,1.0,25.0,1,0,34.0,debit,False,1,121458.0
-8.81889e+18_-6.55825e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,19.0,debit,False,1,29744.0
-9.12297e+18_-3.30626e+18,TX,ho4,1099.0,True,True,0.0,30.0,1,0,21.0,debit,False,1,47297.0
-9.19095e+18_4.08214e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,20.0,debit,False,1,64385.0
-8.82725e+18_6.27149e+18,TX,ho4,1099.0,True,True,1.0,30.0,1,0,40.0,credit,False,1,52854.0
-8.94004e+18_-8.92113e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,1,35.0,debit,False,1,44222.0
-9.13949e+18_-7.25056e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,19.0,debit,False,1,91296.0
-8.83866e+18_-6.33403e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,0,27.0,credit,False,1,85165.0
-8.88169e+18_7.0757e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,27.0,debit,False,1,59844.0
-9.03068e+18_-8.25633e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,34.0,debit,False,1,50018.0
-8.92784e+18_-6.75273e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,26.0,debit,False,1,46404.0
-8.91342e+18_2.51913e+17,TX,ho4,1099.0,True,False,0.0,30.0,1,0,25.0,debit,False,1,57093.0
-9.00045e+18_-3.73188e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,30.0,credit,False,1,83141.0
-8.98649e+18_-7.65199e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,0,21.0,debit,False,1,61399.0
-8.86974e+18_3.25785e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,53.0,credit,False,1,35681.0
-8.96914e+18_5.316e+17,TX,ho4,1099.0,True,False,0.0,30.0,1,0,36.0,debit,False,1,74458.0
-9.01083e+18_-8.54951e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,24.0,debit,False,1,57863.0
-9.08867e+18_-6.92774e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,0,20.0,credit,False,1,51444.0
-9.1628e+18_-7.13684e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,21.0,debit,False,1,73047.0
-8.83802e+18_-3.87173e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,50.0,debit,False,1,87365.0
-9.12446e+18_-1.50911e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,28.0,debit,False,1,65172.0
-9.13365e+18_8.48357e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,0,49.0,debit,False,1,67311.0
-9.22324e+18_-6.78395e+18,TX,ho4,1099.0,False,False,0.0,10.0,1,1,27.0,debit,False,1,52167.0
-8.93253e+18_5.27664e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,21.0,debit,False,1,38100.0
-8.86656e+18_-8.62445e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,28.0,credit,False,1,74176.0
-9.19623e+18_-3.55196e+17,TX,ho4,1099.0,True,False,1.0,30.0,1,0,59.0,debit,False,1,68839.0
-9.15726e+18_7.58335e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,1,28.0,debit,False,1,71766.0
-8.89705e+18_7.21317e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,1,43.0,debit,False,1,59993.0
-9.03721e+18_-2.72844e+18,TX,ho4,1099.0,True,True,0.0,30.0,1,1,21.0,credit,False,1,41486.0
-9.20969e+18_-7.33551e+18,TX,ho4,1099.0,True,True,1.0,30.0,3,0,33.0,debit,False,1,70846.0
-9.00015e+18_-8.27723e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,33.0,debit,False,1,40406.0
-8.95995e+18_2.98559e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,32.0,debit,False,1,47297.0
-8.89369e+18_-4.5911e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,1,23.0,debit,False,1,40682.0
-9.13319e+18_-4.17804e+18,TX,ho4,1099.0,True,True,1.0,30.0,1,0,27.0,debit,False,1,98754.0
-8.95936e+18_3.45084e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,1,22.0,debit,False,1,51934.0
-8.9217e+18_6.63169e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,36.0,debit,False,1,74859.0
-9.16794e+18_5.7056e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,48.0,debit,True,1,43112.0
-8.88204e+18_2.4228e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,19.0,debit,False,1,38100.0
-8.85522e+18_-6.3262e+18,TX,ho4,1099.0,True,False,0.0,30.0,3,0,22.0,debit,False,1,65617.0
-8.91564e+18_1.45912e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,20.0,debit,False,1,44079.0
-9.03668e+18_-7.2313e+18,TX,ho4,1099.0,False,False,0.0,30.0,3,0,23.0,debit,False,1,96064.0
-8.98063e+18_3.37571e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,25.0,credit,False,1,91795.0
-9.11069e+18_-1.08676e+18,TX,ho4,1099.0,True,False,1.0,30.0,3,0,21.0,debit,False,1,46347.0
-9.15961e+18_-9.04943e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,24.0,debit,False,1,23426.0
-9.00945e+18_4.81438e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,1,43.0,debit,False,1,63269.0
-8.81242e+18_8.25414e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,0,40.0,debit,False,1,47919.0
-8.84527e+18_4.73077e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,32.0,debit,True,1,39049.0
-8.97662e+18_7.41197e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,23.0,debit,False,1,129406.0
-8.88362e+18_8.87374e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,39.0,debit,False,1,38640.0
-9.20394e+18_-6.82938e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,20.0,debit,False,1,87820.0
-9.10744e+18_-4.3595e+18,TX,ho4,1099.0,True,False,1.0,30.0,4,2,27.0,debit,False,1,69014.0
-8.9799e+18_-2.88198e+18,TX,ho4,1099.0,False,False,1.0,30.0,2,0,26.0,credit,False,1,89845.0
-8.84261e+18_-7.66106e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,50.0,credit,False,1,94356.0
-8.85639e+18_-4.36051e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,54.0,credit,False,1,39049.0
-9.07841e+18_-5.087e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,0,24.0,debit,False,1,62137.0
-8.79801e+18_8.43745e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,20.0,debit,False,1,75123.0
-8.82762e+18_-6.15067e+18,TX,ho4,1099.0,False,False,0.0,30.0,1,0,51.0,credit,False,1,69155.0
-8.96097e+18_-7.49153e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,32.0,debit,False,1,84147.0
-8.83985e+18_2.76583e+18,TX,ho4,1099.0,True,False,1.0,30.0,3,0,28.0,debit,False,1,123836.0
-9.04379e+18_-6.45153e+18,TX,ho4,1099.0,True,True,0.0,30.0,2,1,26.0,debit,False,1,38640.0
-8.9842e+18_-7.96659e+17,TX,ho4,1099.0,True,True,0.0,30.0,1,0,49.0,debit,False,1,64385.0
-8.86265e+18_5.08879e+18,TX,ho4,1099.0,True,True,0.0,30.0,1,0,32.0,credit,False,1,53999.0
-9.03916e+18_3.49223e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,1,23.0,debit,False,1,40138.0
-8.82665e+18_8.49903e+18,TX,ho4,1099.0,True,True,0.0,30.0,1,0,25.0,debit,False,1,39049.0
-9.05764e+18_6.78052e+18,TX,ho4,1099.0,True,False,0.0,30.0,2,0,25.0,debit,False,1,97534.0
-8.87447e+18_8.05045e+18,TX,ho4,1099.0,True,True,0.0,30.0,1,0,24.0,debit,False,1,107003.0
-9.14046e+18_-2.56737e+18,TX,ho4,1099.0,True,False,0.0,30.0,1,1,20.0,debit,False,1,74458.0
-9.01418e+18_-1.90429e+18,TX,ho4,1099.0,True,False,1.0,15.0,2,0,23.0,debit,False,1,46105.0
-8.79889e+18_-1.15685e+18,TX,ho4,1099.0,False,False,1.0,30.0,1,0,44.0,debit,False,1,94473.0
-9.03141e+18_-5.35869e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,30.0,debit,False,1,50018.0
-8.83716e+18_-3.1486e+18,TX,ho4,1099.0,True,False,1.0,30.0,2,0,44.0,debit,False,1,93201.0
-9.14264e+18_8.49146e+18,TX,ho4,1099.0,True,True,1.0,30.0,3,0,36.0,credit,False,1,83141.0
-8.79998e+18_2.90667e+18,TX,ho4,1099.0,True,False,1.0,30.0,1,0,28.0,debit,False,1,73047.0
